,약국명,주소,전화번호,토요일영업여부,일요일영업여부,토요일종료시간,일요일종료시간
3202,영화당약국,서울특별시 성동구 사근동길 53 (사근동),02-2293-0180,Y,Y,2130,2200
3203,영화약국,서울특별시 종로구 종로41길 47 (종로6가),02-764-4868,Y,N,1500,None
3204,영훈약국,"서울특별시 도봉구 덕릉로 222, (창동)",02-900-3943,Y,N,2200,None
3205,예다인온누리약국,"서울특별시 강서구 양천로 452, 1층105-1호(등촌동,예다인상가)",02-2658-7115,Y,N,1600,None
3206,예닮약국,서울특별시 금천구 시흥대로 403,02-866-6883,Y,Y,1700,1300
3207,예쁜약국,"서울특별시 동작구 서달로 166, 2층 (흑석동)",02-812-1029,Y,N,1500,None
3208,예사랑약국,"서울특별시 송파구 백제고분로 446, 송암빌딩 2층 201호 (방이동)",02-413-4881,Y,N,1400,None
3209,예사랑약국,"서울특별시 용산구 이촌로 352, 103호 (용산동6가, 신동아쇼핑)",02-3477-7500,Y,Y,1500,1800
3210,예사랑온누리약국,서울특별시 은평구 갈현로11길 43 ,02-358-6226,Y,N,1400,None
3211,예성약국,"서울특별시 강서구 강서로 143, 1층 (화곡동, 삼화빌딩)",02-2699-9513,Y,N,1230,None
3212,예성온누리약국,"서울특별시 송파구 거마로 28, 102호 (거여동)",02-401-2989,Y,N,1330,None
3213,예솔약국,"서울특별시 중구 청파로 464, 103동 207호(중림동,브라운스톤서울)",02-365-3652,Y,N,1300,None
3214,예약국,"서울특별시 강서구 공항대로41길 75, 경원프라자 108,109호 (등촌동)",02-2668-2925,Y,N,1400,None
3215,예원약국,"서울특별시 관악구 쑥고개로 110, 1층 (봉천동)",02-879-8989,Y,Y,2100,2000
3216,예은약국,"서울특별시 종로구 진흥로 456, 1층 (구기동)",02-379-9920,Y,N,1700,None
3217,예인약국,"서울특별시 양천구 지양로 82, 1층5호 (신월동)",02-2692-4373,Y,N,2130,None
3218,예인약국,"서울특별시 중랑구 면목로 415, (면목동)",02-432-1550,Y,N,1700,None
3219,예일약국,"서울특별시 강동구 양재대로 1603, (천호동)",02-477-9458,Y,N,1630,None
3220,예일약국,"서울특별시 광진구 구의로 23, (구의동)",02-453-4341,Y,N,2200,None
3221,예일태평양약국,"서울특별시 은평구 연서로 137, (구산동)",02-389-8383,Y,Y,2000,1200
3222,예전약국,"서울특별시 성동구 왕십리로20길 34, (홍익동)",02-2292-4642,Y,N,2200,None
3223,예주약국,서울특별시 관악구 남부순환로161길 75 (신림동),02-865-8492,Y,N,2130,None
3224,예주약국,"서울특별시 강남구 논현로115길 72, 1층 (논현동)",02-3443-7589,Y,N,0400,None
3225,예주약국,"서울특별시 양천구 목동서로 67, 115호 (목동)",02-2648-4231,Y,N,1500,None
3226,예지약국,"서울특별시 영등포구 도신로 87, (도림동)",02-848-2310,Y,N,1400,None
3227,예진약국,"서울특별시 은평구 갈현로 81 (역촌동, 그린빌딩)",02-355-2475,Y,N,1700,None
3228,예진약국,서울특별시 마포구 월드컵북로 402  (상암동),02-6393-5507,Y,N,1600,None
3229,예하약국,"서울특별시 동작구 성대로 24, (상도동)",02-817-8303,Y,N,2200,None
3230,오거리약국,"서울특별시 중랑구 면목로33길 33, (면목동)",02-494-4428,Y,N,2130,None
3231,오금중앙약국,"서울특별시 송파구 위례성대로20길 33, 삼광빌딩 (오금동)",02-403-3666,Y,N,1500,None
3232,오늘약국,"서울특별시 서대문구 신촌로 281, B동 1,2층 (북아현동)",070-8836-5066,Y,N,1400,None
3233,오늘약국,서울특별시 강남구 도곡로 449 201호,02-556-3695,Y,N,1330,None
3234,오늘약국,"서울특별시 서초구 강남대로95길 38, 1층 (잠원동)",070-8287-1493,Y,N,1400,None
3235,오늘약국,"서울특별시 영등포구 시흥대로 635, 대림메디컬빌딩 1층 (대림동)",02-2135-3560,Y,N,1440,None
3236,오늘의약국,"서울특별시 강남구 강남대로 지하396, 강남역 E52-1호 (역삼동)",02-3452-1011,Y,Y,2200,2200
3237,오늘의약국,"서울특별시 노원구 동일로 1000, 1층 102호 (공릉동)",050-71397-0329,Y,N,1500,None
3238,오렌지라임약국,"서울특별시 양천구 목동로 223, 1층 (신정동)",02-2601-8557,Y,Y,2100,2100
3239,오렌지약국,"서울특별시 동작구 양녕로 268, 진영빌딩 1층 (상도1동)",02-3280-5293,Y,Y,1500,1600
3240,오렌지약국,서울특별시 동대문구 한천로 120 (장안동),02-2242-1559,Y,N,1500,None
3241,오렌지약국,"서울특별시 서초구 서운로 6, 코날빌딩 104호 (서초동)",02-523-5679,Y,N,1600,None
3242,오렌지약국,"서울특별시 강북구 솔샘로 184, SK아파트주상가 115~116호 (미아동)",02-982-7247,Y,N,1700,None
3243,오렌지약국,"서울특별시 중구 을지로 100, 지하1층 (을지로2가, 파인에비뉴)",02-6031-0024,Y,N,1330,None
3244,오렌지약국,"서울특별시 중랑구 망우로 473, 무궁화빌딩 1층 (망우동)",02-2207-5230,Y,N,1600,None
3245,오렌지약국,"서울특별시 송파구 송파대로 380, 행우빌딩 (송파동)",02-3432-9755,Y,N,1400,None
3246,오렌지약국,"서울특별시 강남구 도산대로 124, 1층일부(논현동,대영빌딩)",02-518-2022,Y,N,1900,None
3247,오렌지온누리약국,"서울특별시 송파구 오금로11길 37, 101호 (방이동)",02-416-5431,Y,N,1800,None
3248,오로라온누리약국,"서울특별시 동대문구 서울시립대로 92, 1층 (전농동)",02-2213-7967,Y,Y,1700,2000
3249,오류온누리약국,서울특별시 구로구 경인로 201 (오류동),02-2612-7156,Y,N,1600,None
3250,오류중앙약국,서울특별시 구로구 경인로 195  (오류동),02-2625-3338,Y,N,1600,None
3251,오리약국,"서울특별시 동작구 만양로 3, 101호 (상도동)",02-813-0526,Y,N,1600,None
3252,오메디약국,"서울특별시 송파구 올림픽로37길 130, 파크리오 파크리오상가A동 3층 316호 (신천동)",02-421-0855,Y,N,1400,None
3253,오성약국,"서울특별시 중랑구 신내로 72, 원빌딩 (신내동)",070-8805-8844,Y,N,1630,None
3254,오성약국,서울특별시 중구 퇴계로41길 51 (인현동2가),02-2278-2828,Y,N,2000,None
3255,오수약국,서울특별시 강북구 도봉로53길 32 (미아동),02-988-5877,Y,N,1400,None
3256,오아시스약국,"서울특별시 마포구 독막로 63, 1층 (상수동)",02-333-7728,Y,Y,2200,2200
3257,오아시스약국,"서울특별시 동작구 양녕로 287  (상도동, 상도동대우유로카운티)",02-826-8501,Y,N,1400,None
3258,오약국,"서울특별시 송파구 백제고분로 386, 1층 (송파동)",02-415-6704,Y,N,1700,None
3259,오약국,"서울특별시 동작구 동작대로29길 69, 금강산보석불가마사우나 303호 (사당동)",02-536-1775,Y,N,1300,None
3260,오약국,서울특별시 서대문구 거북골로 120,02-373-1325,Y,N,2000,None
3261,오약국,서울특별시 영등포구 당산로 163,02-2068-5005,Y,N,1600,None
3262,오약국,"서울특별시 광진구 아차산로 466, 트리니티 빌딩 2층 (구의동)",02-444-6704,Y,N,1430,None
3263,오약국,"서울특별시 강남구 봉은사로 159, 정글빌딩 1층 (논현동)",02-549-7170,Y,N,1300,None
3264,오온누리약국,"서울특별시 은평구 진흥로 97, 1층 (역촌동)",02-701-7063,Y,N,1500,None
3265,오월애약국,"서울특별시 강동구 천호대로 1107, 102호 (길동,강동역SK허브)",02-477-3931,Y,N,1600,None
3266,오월애약국,"서울특별시 강남구 강남대로 616 (신사동, 신사미타워 102호)",02-544-0519,Y,N,1800,None
3267,오은약국,"서울특별시 은평구 서오릉로 174, 상가동 101호 (갈현동, 호림리슈리안아파트)",02-3157-3330,Y,Y,2100,2100
3268,오즈약국,"서울특별시 마포구 토정로31길 24, 상가동 B117호 (용강동, e편한세상마포3차아파트)",02-716-0254,Y,N,1900,None
3269,오층조은약국,"서울특별시 송파구 동남로 189, 503호 (가락동)",02-443-1606,Y,N,1600,None
3270,오피앙약국,서울특별시 노원구 동일로 1701,02-932-1905,Y,Y,2200,2200
3271,옥광약국,서울특별시 영등포구 대림로 247,02-831-7580,Y,Y,1900,1300
3272,옥광약국,서울특별시 종로구 창경궁로 162-1 (원남동),02-741-0808,Y,N,1330,None
3273,옥수대한약국,"서울특별시 성동구 독서당로 223, 지하209호 (옥수동)",02-2294-8871,Y,N,1430,None
3274,옥수벽산약국,"서울특별시 성동구 한림말길 56, 1층 (옥수동, 벽산빌라트)",02-2299-9337,Y,N,1700,None
3275,옥수이화약국,"서울특별시 성동구 매봉길 48, 106호 (옥수동)",02-2297-2123,Y,N,1530,None
3276,옥인온누리약국,"서울특별시 종로구 자하문로2길 4, 103호(적선동,경복빌딩)",02-725-1490,Y,Y,1530,1300
3277,온누리강변프라자약국,"서울특별시 광진구 광나루로56길 63, 프라임프라자 107~109호 (구의동)",02-3437-3027,Y,N,2200,None
3278,온누리건강약국,서울특별시 금천구 시흥대로 232  (시흥동),02-893-0530,Y,N,1600,None
3279,온누리건강약국,서울특별시 중랑구 봉화산로 215  (신내동),02-3422-3097,Y,N,2130,None
3280,온누리건강약국,서울특별시 송파구 백제고분로12길 17 (잠실동),02-3431-4959,Y,Y,2200,2100
3281,온누리건강약국,서울특별시 송파구 양재대로 1222 올림픽중심상가 2층 10호 (방이동),02-404-9620,Y,Y,1800,2100
3282,온누리구인당약국,"서울특별시 강남구 삼성로 150, 110호 (대치동, 한보미도종합상가)",02-552-5550,Y,N,1600,None
3283,온누리다나약국,"서울특별시 강서구 방화동로 56, 1층 (방화동)",02-2665-6200,Y,N,1900,None
3284,온누리대광약국,"서울특별시 영등포구 도림로38길 4, (대림동)",02-849-1330,Y,Y,2200,2200
3285,온누리대산약국,"서울특별시 관악구 시흥대로 560, 1층 (신림동)",02-853-4967,Y,Y,2300,2200
3286,온누리대성약국,"서울특별시 강북구 수유로 9, (수유동)",02-982-0525,Y,N,1430,None
3287,온누리동성약국,"서울특별시 서초구 동작대로 194, (방배동)",02-599-7772,Y,N,1500,None
3288,온누리두산약국,"서울특별시 성북구 화랑로48길 16, 101호 (석관동, 두산아파트상가)",02-959-2668,Y,N,1330,None
3289,온누리드림약국,"서울특별시 관악구 성현로 80, 203호 (봉천동, 관악드림타운주상가)",02-886-9517,Y,N,1700,None
3290,온누리메디칼약국,서울특별시 광진구 아차산로 220 (자양동),02-461-0120,Y,Y,2200,2000
3291,온누리모세종약국,"서울특별시 강동구 고덕로83길 18, (고덕동)",02-429-1427,Y,N,1800,None
3292,온누리미소약국,"서울특별시 마포구 월드컵로 29, 지하2층 (합정동, JH빌딩)",02-323-4052,Y,N,1400,None
3293,온누리민생약국,"서울특별시 은평구 통일로87길 5-10, 1층 (갈현동)",02-356-5139,Y,N,1430,None
3294,온누리민우약국,서울특별시 성북구 돌곶이로22길 49 (석관동),02-969-4582,Y,Y,2130,2100
3295,온누리백제약국,"서울특별시 구로구 고척로 212, 102호 (고척동, 오토젠빌딩)",02-2619-6150,Y,N,1530,None
3296,온누리백합약국,"서울특별시 용산구 후암로 33-3, 1층 (후암동)",02-774-2002,Y,N,1330,None
3297,온누리보람약국,서울특별시 노원구 한글비석로 474 보람상가 (상계동),02-933-3885,Y,N,1700,None
3298,온누리봄빛약국,서울특별시 송파구 양산로10길 4 (거여동),02-431-0419,Y,N,1700,None
3299,온누리부부약국,서울특별시 강동구 진황도로 189,02-487-6703,Y,N,1330,None
3300,온누리사랑약국,"서울특별시 중랑구 용마산로 438, (면목동)",02-494-2790,Y,N,1400,None
3301,온누리사랑의약국,"서울특별시 구로구 구로동로15길 17, (구로동)",02-862-2884,Y,N,2100,None
3302,온누리삼선약국,"서울특별시 강동구 동남로81길 50, 103호 (고덕동)",02-427-0033,Y,N,2100,None
3303,온누리삼일약국,"서울특별시 강동구 구천면로42길 17, (천호동)",02-484-1216,Y,N,2100,None
3304,온누리새소망약국,"서울특별시 은평구 은평터널로 65  (수색동, 대림한숲타운아파트)",02-309-3771,Y,N,1500,None
3305,온누리새전일약국,서울특별시 관악구 법원단지길 37 (신림동),02-859-2951,Y,N,1900,None
3306,온누리선명약국,서울특별시 광진구 용마산로 58 (중곡동),02-446-6940,Y,N,1500,None
3307,온누리선약국,"서울특별시 서대문구 통일로 131 ,4층 2호",02-364-9648,Y,N,1330,None
3308,온누리성모약국,"서울특별시 성북구 성북로4길 52, 417동 1102호 (돈암동, 한신한진아파트)",02-927-1282,Y,N,2100,None
3309,온누리성심약국,"서울특별시 강동구 성안로 147, (천호동)",02-479-4335,Y,N,1530,None
3310,온누리성원약국,서울특별시 강동구 구천면로 269-1,02-476-3193,Y,N,1300,None
3311,온누리성원약국,"서울특별시 강서구 방화동로16길 32, (방화동)",02-2663-5547,Y,N,2000,None
3312,온누리세종약국,서울특별시 동작구 동작대로7길 84 (사당동),02-584-3828,Y,Y,2200,1900
3313,온누리솔약국,"서울특별시 송파구 올림픽로35길 112, 2동 303호 (신천동, 장미아파트 비상가)",02-415-6667,Y,N,1620,None
3314,온누리송학대약국,"서울특별시 동작구 장승배기로 119, (노량진동)",02-814-0639,Y,N,1700,None
3315,온누리수경약국,서울특별시 관악구 난향길 4 (신림동),02-864-7311,Y,N,2130,None
3316,온누리수약국,"서울특별시 도봉구 해등로 190, 3층 314호 (쌍문동)",02-999-5450,Y,N,2000,None
3317,온누리신용약국,서울특별시 중랑구 중랑천로 114-1  (중화동),02-434-6821,Y,N,2030,None
3318,온누리약국,"서울특별시 노원구 상계로5길 12, 112호, 113호 (상계동, 동양메이저상가)",02-931-0532,Y,N,1900,None
3319,온누리약국,서울특별시 마포구 월드컵북로 126,02-322-3450,Y,N,2200,None
3320,온누리엄마손약국,"서울특별시 송파구 송파대로 415, 1층 (석촌동)",02-416-3389,Y,N,2100,None
3321,온누리연세약국,"서울특별시 은평구 연서로 181, 1층 (갈현동)",02-352-2086,Y,N,1300,None
3322,온누리옥산약국,"서울특별시 송파구 동남로 141, 옥산빌딩 (가락동)",02-400-8501,Y,N,1800,None
3323,온누리용주약국,"서울특별시 강서구 곰달래로 178, (화곡동)",02-2603-3375,Y,N,1800,None
3324,온누리유미숙약국,서울특별시 양천구 목동로 185,02-2691-2849,Y,N,1800,None
3325,온누리유진약국,서울특별시 영등포구 영등포로 356 (신길동),02-833-3248,Y,N,1700,None
3326,온누리은혜약국,서울특별시 양천구 신정로 293,02-2696-9888,Y,N,1900,None
3327,온누리자혜약국,서울특별시 구로구 개봉로 66 (개봉동),02-2687-2770,Y,N,1400,None
3328,온누리정도약국,"서울특별시 용산구 원효로53길 9, (원효로2가)",02-712-4773,Y,N,1600,None
3329,온누리정일약국,"서울특별시 중구 청파로 437, (중림동)",02-392-2786,Y,N,1930,None
3330,온누리조은약국,"서울특별시 양천구 곰달래로5길 30, 106호(신월동,은성상가)",02-2602-6060,Y,N,1500,None
3331,온누리좋은약국,"서울특별시 구로구 가마산로 246, 1층 (구로동)",02-857-1621,Y,N,1300,None
3332,온누리진호약국,서울특별시 성북구 돌곶이로 36-1 (석관동),02-964-1944,Y,N,1800,None
3333,온누리최정숙약국,"서울특별시 구로구 중앙로1길 36, 3동122호 (고척동,일이삼전자타운)",02-2612-2040,Y,N,2100,None
3334,온누리캐슬프라자약국,"서울특별시 송파구 올림픽로 269  (신천동, 롯데캐슬골드)",02-2146-2314,Y,N,1800,None
3335,온누리큰사랑약국,"서울특별시 강서구 강서로 64, 1층 (화곡동)",02-2691-7005,Y,N,1800,None
3336,온누리평안약국,"서울특별시 영등포구 양평로24길 9 (양평동5가, 한신아파트)",02-2634-6769,Y,N,1700,None
3337,온누리학마을약국,서울특별시 양천구 신정로14길 6,02-2066-8158,Y,N,1300,None
3338,온누리한라약국,서울특별시 구로구 구일로10길 49,02-862-0157,Y,N,1800,None
3339,온맘약국,"서울특별시 송파구 가락로 158, 1층 102호 (송파동)",02-419-5878,Y,N,1330,None
3340,온수약국,"서울특별시 구로구 부일로1길 22, (온수동)",02-2683-0262,Y,N,1600,None
3341,온약국,"서울특별시 송파구 올림픽로32길 59, 1층 103호 (방이동)",02-424-5010,Y,Y,1900,1900
3342,온약국,"서울특별시 서초구 강남대로 213, 스포타임 엘타워 1층 (양재동)",070-8691-1260,Y,N,1400,None
3343,온유약국,"서울특별시 영등포구 여의공원로 13, 한국방송공사 신관동 2층 (여의도동)",02-6099-7917,Y,Y,2000,2000
3344,온유약국,서울특별시 종로구 종로 205 (종로5가),02-745-5487,Y,Y,2000,2000
3345,온정약국,"서울특별시 강동구 양재대로 1601, 장수빌딩 1층 (천호동)",02-489-2282,Y,N,1300,None
3346,온정약국,"서울특별시 강남구 논현로 648, 1층 (논현동)",02-3446-2147,Y,N,1430,None
3347,올리브약국,"서울특별시 강남구 선릉로 669, 상경빌딩 지하1층 (논현동)",02-511-9262,Y,N,1500,None
